('Total Revenue', '254,190,000.00 ', '245,122,000.00 ', '211,915,000.00 ', '198,270,000.00 ', '168,088,000.00 ')
         987903 function calls (956677 primitive calls) in 1.947 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1255(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1593(make_cookies)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1674(extract_cookies)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1747(__iter__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1240(CookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1768(LoadError)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1770(FileCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1856(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1976(MozillaCookieJar)
        1    0.000    0.000    0.004    0.004 cookiejar.py:26(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:55(Error)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        1    0.000    0.000    0.000    0.000 _content.py:32(__init__)
        1    0.000    0.000    0.000    0.000 _content.py:31(ByteStream)
        1    0.000    0.000    0.000    0.000 _content.py:42(IteratorByteStream)
        1    0.000    0.000    0.000    0.000 _content.py:67(AsyncIteratorByteStream)
        1    0.000    0.000    0.000    0.000 _content.py:92(UnattachedStream)
        1    0.000    0.000    0.000    0.000 _content.py:184(encode_request)
        1    0.000    0.000    0.010    0.010 _content.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:878(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:880(BlockFinder)
        1    0.000    0.000    0.000    0.000 inspect.py:2399(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2521(default)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2590(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2720(Signature)
        1    0.000    0.000    0.002    0.002 inspect.py:27(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:199(Instruction)
        1    0.000    0.000    0.000    0.000 dis.py:461(Bytecode)
        1    0.000    0.000    0.001    0.001 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.001    0.001 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _multipart.py:24(get_multipart_boundary_from_content_type)
        1    0.000    0.000    0.000    0.000 _multipart.py:38(DataField)
        1    0.000    0.000    0.000    0.000 _multipart.py:84(FileField)
        1    0.000    0.000    0.000    0.000 _multipart.py:191(MultipartStream)
        1    0.000    0.000    0.007    0.007 _multipart.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:286(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:392(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:470(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:495(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:501(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:517(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:544(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:587(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:714(__fspath__)
        1    0.000    0.000    0.000    0.000 pathlib.py:615(PurePath)
        1    0.000    0.000    0.000    0.000 pathlib.py:982(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:992(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1173(stat)
        1    0.000    0.000    0.000    0.000 pathlib.py:1376(is_file)
        1    0.000    0.000    0.000    0.000 pathlib.py:1005(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:1487(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1494(WindowsPath)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ntpath.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _types.py:110(SyncByteStream)
        1    0.000    0.000    0.000    0.000 _types.py:124(AsyncByteStream)
        1    0.000    0.000    0.002    0.002 _types.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:22(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _utils.py:25(<listcomp>)
        1    0.000    0.000    0.000    0.000 _utils.py:71(is_known_encoding)
        1    0.000    0.000    0.000    0.000 _utils.py:129(get_ca_bundle_from_env)
        1    0.000    0.000    0.000    0.000 _utils.py:178(parse_content_type_charset)
        1    0.000    0.000    0.000    0.000 _utils.py:247(<listcomp>)
        1    0.000    0.000    0.004    0.004 _utils.py:230(get_environment_proxies)
        1    0.000    0.000    0.000    0.000 _utils.py:340(sync_start)
        1    0.000    0.000    0.000    0.000 _utils.py:346(sync_elapsed)
        1    0.000    0.000    0.000    0.000 _utils.py:324(Timer)
        1    0.000    0.000    0.000    0.000 _utils.py:355(URLPattern)
        1    0.000    0.000    0.000    0.000 ipaddress.py:19(AddressValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:23(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 ipaddress.py:622(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1090(_BaseV4)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1288(IPv4Address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1405(IPv4Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1469(IPv4Network)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1551(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1585(_BaseV6)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1871(IPv6Address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2051(IPv6Interface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2123(IPv6Network)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2214(_IPv6Constants)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _impl.py:11(_ThreadLocal)
        1    0.000    0.000    0.000    0.000 _impl.py:21(AsyncLibraryNotFoundError)
        1    0.000    0.000    0.001    0.001 _impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decoders.py:15(ContentDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:23(IdentityDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:35(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:71(__init__)
        1    0.000    0.000    0.000    0.000 _decoders.py:80(flush)
        1    0.000    0.000    0.000    0.000 _decoders.py:64(GZipDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:87(BrotliDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:140(MultiDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:165(ByteChunker)
        1    0.000    0.000    0.000    0.000 _decoders.py:204(TextChunker)
        1    0.000    0.000    0.000    0.000 _decoders.py:248(__init__)
        1    0.000    0.000    0.003    0.003 _decoders.py:251(decode)
        1    0.000    0.000    0.000    0.000 _decoders.py:254(flush)
        1    0.000    0.000    0.000    0.000 _decoders.py:243(TextDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:258(LineDecoder)
        1    0.000    0.000    0.001    0.001 _decoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _compat.py:23(set_minimum_tls_version_1_2)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _status_codes.py:4(codes)
        1    0.000    0.000    0.001    0.001 _status_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _urls.py:129(raw_scheme)
        1    0.000    0.000    0.000    0.000 _urls.py:145(username)
        1    0.000    0.000    0.000    0.000 _urls.py:154(password)
        1    0.000    0.000    0.000    0.000 _urls.py:163(host)
        1    0.000    0.000    0.000    0.000 _urls.py:190(raw_host)
        1    0.000    0.000    0.000    0.000 _urls.py:212(port)
        1    0.000    0.000    0.000    0.000 _urls.py:228(netloc)
        1    0.000    0.000    0.000    0.000 _urls.py:317(is_absolute_url)
        1    0.000    0.000    0.000    0.000 _urls.py:329(is_relative_url)
        1    0.000    0.000    0.000    0.000 _urls.py:382(__str__)
        1    0.000    0.000    0.000    0.000 _urls.py:11(URL)
        1    0.000    0.000    0.000    0.000 _urls.py:417(__init__)
        1    0.000    0.000    0.000    0.000 _urls.py:606(__bool__)
        1    0.000    0.000    0.000    0.000 _urls.py:412(QueryParams)
        1    0.000    0.000    0.004    0.004 _urls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:14(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:20(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 core.py:32(InvalidCodepointContext)
        1    0.000    0.000    0.001    0.001 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _urlparse.py:103(authority)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _urlparse.py:113(netloc)
        1    0.000    0.000    0.000    0.000 _urlparse.py:122(copy_with)
        1    0.000    0.000    0.000    0.000 _urlparse.py:136(__str__)
        1    0.000    0.000    0.000    0.000 _urlparse.py:94(ParseResult)
        1    0.000    0.000    0.000    0.000 _urlparse.py:385(normalize_path)
        1    0.000    0.000    0.002    0.002 _urlparse.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _config.py:39(UnsetType)
        1    0.000    0.000    0.009    0.009 _config.py:46(create_ssl_context)
        1    0.000    0.000    0.009    0.009 _config.py:64(__init__)
        1    0.000    0.000    0.009    0.009 _config.py:78(load_ssl_context)
        1    0.000    0.000    0.009    0.009 _config.py:101(load_ssl_context_verify)
        1    0.000    0.000    0.001    0.001 _config.py:157(_create_default_ssl_context)
        1    0.000    0.000    0.000    0.000 _config.py:178(_load_client_certs)
        1    0.000    0.000    0.000    0.000 _config.py:57(SSLConfig)
        1    0.000    0.000    0.000    0.000 _config.py:255(as_dict)
        1    0.000    0.000    0.000    0.000 _config.py:195(Timeout)
        1    0.000    0.000    0.000    0.000 _config.py:296(__init__)
        1    0.000    0.000    0.000    0.000 _config.py:282(Limits)
        1    0.000    0.000    0.000    0.000 _config.py:324(Proxy)
        1    0.000    0.000    0.001    0.001 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:56(where)
        1    0.000    0.000    0.000    0.000 core.py:6(<module>)
        1    0.000    0.000    0.000    0.000 resources.py:34(_get_package)
        1    0.000    0.000    0.000    0.000 resources.py:54(_normalize_path)
        1    0.000    0.000    0.000    0.000 resources.py:66(_get_resource_reader)
        1    0.000    0.000    0.000    0.000 resources.py:173(path)
        1    0.000    0.000    0.000    0.000 resources.py:268(_ZipImportResourceReader)
        1    0.000    0.000    0.000    0.000 resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asgi.py:38(ASGIResponseStream)
        1    0.000    0.000    0.000    0.000 asgi.py:46(ASGITransport)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:10(BaseTransport)
        1    0.000    0.000    0.000    0.000 base.py:61(AsyncBaseTransport)
        1    0.000    0.000    0.000    0.000 default.py:99(__init__)
        1    0.000    0.000    0.000    0.000 default.py:107(close)
        1    0.000    0.000    0.000    0.000 default.py:98(ResponseStream)
        1    0.000    0.000    0.009    0.009 default.py:113(__init__)
        1    0.000    0.000    0.000    0.000 default.py:186(__enter__)
        1    0.000    0.000    0.000    0.000 default.py:190(__exit__)
        1    0.000    0.000    1.154    1.154 default.py:199(handle_request)
        1    0.000    0.000    0.000    0.000 default.py:112(HTTPTransport)
        1    0.000    0.000    0.000    0.000 default.py:233(AsyncResponseStream)
        1    0.000    0.000    0.000    0.000 default.py:247(AsyncHTTPTransport)
        1    0.000    0.000    0.042    0.042 default.py:25(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:67(TrioBackend)
        1    0.000    0.000    0.000    0.000 _models.py:47(enforce_url)
        1    0.000    0.000    0.000    0.000 _models.py:147(ByteStream)
        1    0.000    0.000    0.000    0.000 _models.py:166(Origin)
        1    0.000    0.000    0.000    0.000 _models.py:254(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:187(URL)
        1    0.000    0.000    0.000    0.000 _models.py:325(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:320(Request)
        1    0.000    0.000    0.000    0.000 _models.py:359(Response)
        1    0.000    0.000    0.000    0.000 __init__.py:11(HTTP2Connection)
        1    0.000    0.000    0.000    0.000 __init__.py:23(SOCKSProxy)
        1    0.000    0.000    0.000    0.000 connection.py:23(exponential_backoff)
        1    0.000    0.000    0.000    0.000 connection.py:30(__init__)
        1    0.000    0.000    1.153    1.153 connection.py:60(handle_request)
        1    0.000    0.000    0.244    0.244 connection.py:98(_connect)
        1    0.000    0.000    0.000    0.000 connection.py:160(can_handle_request)
        1    0.000    0.000    0.000    0.000 connection.py:163(close)
        1    0.000    0.000    0.000    0.000 connection.py:180(has_expired)
        1    0.000    0.000    0.000    0.000 connection.py:185(is_idle)
        1    0.000    0.000    0.000    0.000 connection.py:190(is_closed)
        1    0.000    0.000    0.000    0.000 connection.py:29(HTTPConnection)
        1    0.000    0.000    0.000    0.000 sync.py:41(close)
        1    0.000    0.000    0.124    0.124 sync.py:44(start_tls)
        1    0.000    0.000    0.000    0.000 sync.py:20(SyncStream)
        1    0.000    0.000    0.120    0.120 sync.py:80(connect_tcp)
        1    0.000    0.000    0.000    0.000 sync.py:79(SyncBackend)
        1    0.000    0.000    0.001    0.001 sync.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:18(ConnectionNotAvailable)
        1    0.000    0.000    0.000    0.000 _exceptions.py:22(ProxyError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:26(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:30(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:45(TimeoutException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:49(PoolTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:57(ReadTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(WriteTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:68(NetworkError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(ConnectError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:76(ReadError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(WriteError)
        1    0.000    0.000    0.000    0.000 _utils.py:7(is_socket_readable)
        1    0.000    0.000    0.000    0.000 base.py:12(NetworkStream)
        1    0.000    0.000    0.000    0.000 base.py:34(NetworkBackend)
        1    0.000    0.000    0.000    0.000 base.py:57(AsyncNetworkStream)
        1    0.000    0.000    0.000    0.000 base.py:83(AsyncNetworkBackend)
        1    0.000    0.000    0.000    0.000 _ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:16(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:23(AsyncLock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:69(AsyncEvent)
        1    0.000    0.000    0.000    0.000 _synchronization.py:128(AsyncSemaphore)
        1    0.000    0.000    0.000    0.000 _synchronization.py:174(AsyncShieldCancellation)
        1    0.000    0.000    0.000    0.000 _synchronization.py:226(Lock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:244(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:247(set)
        1    0.000    0.000    0.000    0.000 _synchronization.py:243(Event)
        1    0.000    0.000    0.000    0.000 _synchronization.py:255(Semaphore)
        1    0.000    0.000    0.000    0.000 _synchronization.py:270(__enter__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:273(__exit__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:266(ShieldCancellation)
        1    0.000    0.000    0.000    0.000 _compat.py:75(_ContextManagerWrapper)
        1    0.000    0.000    0.000    0.000 _compat.py:124(DeprecatedAwaitable)
        1    0.000    0.000    0.000    0.000 _compat.py:140(DeprecatedAwaitableFloat)
        1    0.000    0.000    0.000    0.000 _compat.py:163(DeprecatedAwaitableList)
        1    0.000    0.000    0.000    0.000 _compat.py:187(DeprecatedAsyncContextManager)
        1    0.000    0.000    0.000    0.000 _compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _eventloop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:6(BrokenResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:13(BrokenWorkerProcess)
        1    0.000    0.000    0.000    0.000 _exceptions.py:20(BusyResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:27(ClosedResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:31(DelimiterNotFound)
        1    0.000    0.000    0.000    0.000 _exceptions.py:43(EndOfStream)
        1    0.000    0.000    0.000    0.000 _exceptions.py:47(ExceptionGroup)
        1    0.000    0.000    0.000    0.000 _exceptions.py:73(IncompleteRead)
        1    0.000    0.000    0.000    0.000 _exceptions.py:86(TypedAttributeLookupError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:93(WouldBlock)
        1    0.000    0.000    0.000    0.000 _fileio.py:38(AsyncFile)
        1    0.000    0.000    0.000    0.000 _fileio.py:210(_PathIterator)
        1    0.000    0.000    0.000    0.000 _fileio.py:222(Path)
        1    0.000    0.000    0.020    0.020 _fileio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:155(FrozenInstanceError)
        1    0.000    0.000    0.000    0.000 dataclasses.py:160(_HAS_DEFAULT_FACTORY_CLASS)
        1    0.000    0.000    0.000    0.000 dataclasses.py:167(_MISSING_TYPE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:176(_FIELD_BASE)
        1    0.000    0.000    0.000    0.000 dataclasses.py:202(_InitVarMeta)
        1    0.000    0.000    0.000    0.000 dataclasses.py:206(InitVar)
        1    0.000    0.000    0.000    0.000 dataclasses.py:220(Field)
        1    0.000    0.000    0.000    0.000 dataclasses.py:278(_DataclassParams)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1(<module>)
        1    0.000    0.000    0.019    0.019 to_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _resources.py:10(AsyncResource)
        1    0.000    0.000    0.000    0.000 _sockets.py:35(SocketAttribute)
        1    0.000    0.000    0.000    0.000 _sockets.py:50(_SocketProvider)
        1    0.000    0.000    0.000    0.000 _sockets.py:88(SocketStream)
        1    0.000    0.000    0.000    0.000 _sockets.py:96(UNIXSocketStream)
        1    0.000    0.000    0.000    0.000 _sockets.py:118(SocketListener)
        1    0.000    0.000    0.000    0.000 _sockets.py:143(UDPSocket)
        1    0.000    0.000    0.000    0.000 _sockets.py:155(ConnectedUDPSocket)
        1    0.000    0.000    0.000    0.000 _tasks.py:16(_IgnoredTaskStatus)
        1    0.000    0.000    0.000    0.000 _tasks.py:24(CancelScope)
        1    0.000    0.000    0.000    0.000 _tasks.py:104(FailAfterContextManager)
        1    0.000    0.000    0.000    0.000 _tasks.py:21(TaskStatus)
        1    0.000    0.000    0.000    0.000 _tasks.py:38(TaskGroup)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:139(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:217(_AnyMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:228(Any)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:246(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:257(_FinalForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:284(final)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:338(_LiteralGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:350(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:349(_LiteralForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:597(_no_init)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:611(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:800(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:763(Protocol)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:889(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:898(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:907(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:916(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:925(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:933(SupportsAbs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:944(SupportsRound)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:994(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1284(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1323(Annotated)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1499(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1507(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1513(TypeVar)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1546(_Immutable)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1556(ParamSpecArgs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1579(ParamSpecKwargs)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1637(ParamSpec)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1741(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1809(_ConcatenateForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1879(_TypeGuardForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1932(_SpecialForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2091(_RequiredForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2196(_UnpackAlias)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2199(_UnpackForm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2229(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2611(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2737(Buffer)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2804(NewType)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2876(TypeAliasType)
        1    0.000    0.000    0.001    0.001 typing_extensions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typedattr.py:23(TypedAttributeSet)
        1    0.000    0.000    0.000    0.000 _typedattr.py:41(TypedAttributeProvider)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _streams.py:16(UnreliableObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:51(UnreliableObjectSendStream)
        1    0.000    0.000    0.000    0.000 _streams.py:74(UnreliableObjectStream)
        1    0.000    0.000    0.000    0.000 _streams.py:83(ObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:90(ObjectSendStream)
        1    0.000    0.000    0.000    0.000 _streams.py:97(ObjectStream)
        1    0.000    0.000    0.000    0.000 _streams.py:116(ByteReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:147(ByteSendStream)
        1    0.000    0.000    0.000    0.000 _streams.py:159(ByteStream)
        1    0.000    0.000    0.000    0.000 _streams.py:188(Listener)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:10(Process)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _testing.py:11(TestRunner)
        1    0.000    0.000    0.000    0.000 _synchronization.py:16(EventStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:25(CapacityLimiterStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:42(LockStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:56(ConditionStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:67(SemaphoreStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:77(Event)
        1    0.000    0.000    0.000    0.000 _synchronization.py:103(Lock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:190(Condition)
        1    0.000    0.000    0.000    0.000 _synchronization.py:281(Semaphore)
        1    0.000    0.000    0.000    0.000 _synchronization.py:378(CapacityLimiter)
        1    0.000    0.000    0.000    0.000 _synchronization.py:576(ResourceGuard)
        1    0.000    0.000    0.000    0.000 lowlevel.py:73(_TokenWrapper)
        1    0.000    0.000    0.000    0.000 lowlevel.py:79(_NoValueSet)
        1    0.000    0.000    0.000    0.000 lowlevel.py:83(RunvarToken)
        1    0.000    0.000    0.000    0.000 lowlevel.py:92(RunVar)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 _testing.py:9(TaskInfo)
        1    0.000    0.000    0.000    0.000 from_thread.py:85(_BlockingAsyncContextManager)
        1    0.000    0.000    0.000    0.000 from_thread.py:137(_BlockingPortalTaskStatus)
        1    0.000    0.000    0.000    0.000 from_thread.py:145(BlockingPortal)
        1    0.000    0.000    0.010    0.010 from_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:178(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 base_events.py:246(Server)
        1    0.000    0.000    0.000    0.000 base_events.py:357(BaseEventLoop)
        1    0.000    0.000    0.006    0.006 base_events.py:14(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:39(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:44(Error)
        1    0.000    0.000    0.000    0.000 _base.py:48(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:52(TimeoutError)
        1    0.000    0.000    0.000    0.000 _base.py:56(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:71(_AsCompletedWaiter)
